molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL3919787,CC(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)O,active,800.8200000000002,-4.346000000000005,11.0,12.0,6.057991946977687
CHEMBL3965182,CC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,active,800.8199999999999,-4.346000000000006,11.0,12.0,6.1979107421182675
CHEMBL3906697,CCOc1ccc(S(=O)(=O)Nc2cc(CC(=O)O)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,active,584.6720000000003,4.8659000000000034,3.0,7.0,6.494850021680094
CHEMBL3928944,CCOc1ccc(S(=O)(=O)Nc2cc(CCC(=O)O)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,active,598.6990000000003,5.256000000000004,3.0,7.0,6.638272163982407
CHEMBL3962296,CCOc1ccc(S(=O)(=O)Nc2cc(CCCC(=O)O)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,active,612.7260000000002,5.646100000000005,3.0,7.0,6.823908740944319
CHEMBL3953535,CCOc1ccc(S(=O)(=O)Nc2cc(SCC(=O)OC)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,active,630.7660000000003,5.503900000000005,2.0,9.0,6.142667503568731
CHEMBL3925906,CCOc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1,active,616.7390000000003,5.415500000000004,3.0,8.0,6.698970004336019
CHEMBL4175603,CCCC[C@@H]1CCCN1C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1,active,457.57400000000024,5.909700000000005,1.0,4.0,8.0
CHEMBL4160447,C[C@H](Oc1cccc(-c2cccc(-n3ncc(C(=O)O)c3[C@@H]3C[C@H]3c3cn(C)nn3)c2)c1)C1CCCCC1,active,511.6260000000004,5.984700000000005,1.0,7.0,8.0
CHEMBL4176009,O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1Cc1ccccc1,inactive,377.4840000000001,4.246100000000004,1.0,2.0,4.0
CHEMBL4165400,O=C(O)[C@H]1NCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,inactive,447.4910000000002,1.8614,2.0,5.0,4.15676722190199
CHEMBL3186228,O=C1c2ccccc2C(=O)N1C[C@@H]1c2ccccc2CCN1C(=O)C1CCCCC1,inactive,402.4940000000003,3.9889000000000037,0.0,3.0,4.0
CHEMBL3890847,Cc1cccc2c1CCN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)O)[C@@H]2CN1Cc2ccccc2C1=O,active,446.5470000000002,3.9678200000000032,1.0,3.0,6.1249387366083
CHEMBL4171299,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2cc(-c3ccccc3)cc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c2)cc1,inactive,654.7190000000002,3.9262000000000024,2.0,8.0,4.6020599913279625
CHEMBL4160703,COc1ccc(S(=O)(=O)N(CC=CCN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)CC(=O)O)cc1,inactive,542.5880000000003,1.110800000000001,2.0,8.0,4.6020599913279625
CHEMBL4176664,COc1ccc(S(=O)(=O)N(CC(=O)O)C(=O)c2ccccc2C(=O)N(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,inactive,620.6140000000003,1.5351999999999997,2.0,10.0,4.6020599913279625
CHEMBL4166048,COc1ccc(S(=O)(=O)N(CC(=O)O)Cc2ccccc2CN(CC(=O)O)S(=O)(=O)c2ccc(OC)cc2)cc1,inactive,592.6480000000003,2.2548000000000004,2.0,8.0,4.6020599913279625
CHEMBL4162602,COc1ccc(S(=O)(=O)Nc2nnc(NS(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,inactive,500.5580000000003,3.2486000000000015,2.0,8.0,4.6020599913279625
CHEMBL4159226,COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3[nH]ccc23)cc1,inactive,487.55900000000025,3.7867000000000015,3.0,6.0,4.6020599913279625
CHEMBL4166445,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ncccc23)cc1,active,615.6420000000002,2.8118,2.0,9.0,6.995678626217358
CHEMBL4174360,COc1ccc(S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(OC)cc3)c3ncccc23)cc1,inactive,499.5700000000003,3.853600000000002,2.0,7.0,4.6020599913279625
CHEMBL4174651,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,615.6420000000003,2.8118000000000007,2.0,9.0,7.221848749616356
CHEMBL4176126,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)nc2)cc1,inactive,565.5820000000002,1.6585999999999992,2.0,9.0,4.6020599913279625
CHEMBL48802,C[S+]([O-])CCCCN=C=S,inactive,177.294,1.2479,0.0,3.0,4.0
CHEMBL4462256,O=C(NCCCCN=C=S)Nc1ccc2nccnc2c1,inactive,301.37500000000006,2.6343000000000005,2.0,5.0,4.800000052738446
CHEMBL4540401,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3nccnc3c2)CC1,inactive,432.61900000000014,3.2334000000000014,3.0,6.0,5.0
CHEMBL4474353,CN(C)c1c(N(C)CCCN=C=S)c(=O)c1=O,inactive,253.32699999999997,0.27769999999999984,0.0,6.0,4.0
CHEMBL4067519,C[S+]([O-])CCCN=C=S,inactive,163.26700000000002,0.8578,0.0,3.0,4.0
CHEMBL4520951,C[S+]([O-])CCCCCN=C=S,inactive,191.32100000000003,1.6380000000000001,0.0,3.0,4.0
CHEMBL573428,C[S+]([O-])CCCCCCN=C=S,inactive,205.348,2.0281000000000002,0.0,3.0,4.0
CHEMBL4593698,CN1CCC(SC(=S)NCCCC[S+](C)[O-])CC1,inactive,308.53800000000007,1.847,1.0,4.0,4.0
CHEMBL49121,CC(=O)CCCCN=C=S,inactive,157.238,1.8485,0.0,3.0,4.0
CHEMBL4475734,CNC(=O)CCCCN=C=S,inactive,172.25300000000001,1.0055,1.0,3.0,4.0
CHEMBL4535901,O=C(CCCCN=C=S)NCc1ccccc1,inactive,248.35100000000003,2.5759000000000007,1.0,3.0,4.70000006855703
CHEMBL4573284,C[S+]([O-])CCCCNC(=S)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,inactive,484.62200000000036,-1.3694999999999955,6.0,8.0,4.0
CHEMBL4245297,CC(=O)N[C@@H](CSC(=S)NCCCC[S+](C)[O-])C(=O)O,inactive,340.4920000000001,0.3420999999999998,3.0,5.0,4.0
CHEMBL4454525,C[S+]([O-])CCCCNC(=S)SCCNC(=O)OC(C)(C)C,inactive,354.56300000000016,2.2775,2.0,5.0,4.0
CHEMBL4542698,COC(=O)[C@H](CSC(=S)NCCCC[S+](C)[O-])NC(C)=O,inactive,354.51900000000006,0.43050000000000016,2.0,6.0,4.0
CHEMBL4282333,CC(=O)NCCSC(=S)NCCCC[S+](C)[O-],inactive,296.483,0.8888999999999996,2.0,4.0,4.0
CHEMBL4435486,C[S+]([O-])CCCCNC(=S)SC1CCN(C(=O)OC(C)(C)C)CC1,inactive,394.62800000000027,3.152300000000002,1.0,5.0,4.0
CHEMBL4440014,C[S+]([O-])CCCCNC(=S)SC1CCNCC1.O=C(O)C(F)(F)F,inactive,408.53300000000013,2.1380999999999997,3.0,5.0,4.0
CHEMBL4435708,CCCCNCCSC(=S)NCCCC[S+](C)[O-],inactive,310.554,2.1425,2.0,4.0,4.0
CHEMBL4581104,C[S+]([O-])CCCCNC(=S)SCc1cccc([N+](=O)[O-])c1,inactive,346.4990000000001,2.861200000000001,1.0,5.0,4.0
CHEMBL4466014,CN1CCC(SC(=S)NCC2CCS(=O)(=O)C2)CC1,inactive,322.52100000000013,1.123,1.0,5.0,4.0
CHEMBL4559787,C[S+]([O-])CCCCNC(=S)SCCCO,inactive,269.457,1.1352,2.0,4.0,4.600000074606178
CHEMBL4458900,C[S+]([O-])CCCCNC(=S)SCCSC(=S)NCCCC[S+](C)[O-],inactive,448.79200000000026,2.5192000000000005,2.0,6.0,4.0
CHEMBL4451846,CN1CCC(SC(=S)NCCCCNC(=O)NCc2ccccc2)CC1,inactive,394.6100000000001,2.967900000000001,3.0,4.0,4.70000006855703
CHEMBL4438829,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCO3)CC1,inactive,424.5920000000002,3.0189000000000012,3.0,6.0,4.70000006855703
CHEMBL4457869,CN1CCC(SC(=S)NCCCCNC(=O)NC2CCCC2)CC1,inactive,372.6040000000002,2.7103,3.0,4.0,4.399999967876858
CHEMBL4458395,CNC(=O)NCCCCNC(=S)SC1CCN(C(=O)OC(C)(C)C)CC1,inactive,404.6020000000003,2.7028000000000008,3.0,5.0,4.0
CHEMBL4442054,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2cccnc2)CC1,inactive,467.66100000000034,3.9905000000000026,3.0,6.0,4.300000029139088
CHEMBL4461249,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCO3)CC1,inactive,510.68200000000047,4.324200000000003,3.0,7.0,4.300000029139088
CHEMBL4517611,CN1CCC(SC(=S)NCCCCNC(=O)CC2CCCC2)CC1,inactive,371.61600000000027,3.165000000000002,2.0,4.0,4.300000029139088
CHEMBL4549580,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)NC2CCCC2)CC1,inactive,458.69400000000047,4.015600000000003,3.0,5.0,4.0
CHEMBL4438676,Cl.O=C(NCCCCNC(=S)SC1CCNCC1)NC1CCCC1,inactive,395.0380000000003,2.789900000000001,4.0,4.0,4.300000029139088
CHEMBL4476374,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccncc2)CC1,inactive,467.66100000000034,3.9905000000000026,3.0,6.0,4.499999953328896
CHEMBL4444488,CN1CCC(SC(=S)NCCCCNC(=O)Nc2cccnc2)CC1,inactive,381.5710000000001,2.685200000000001,3.0,5.0,4.399999967876858
CHEMBL4516024,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccncc2)CC1,inactive,381.5710000000001,2.685200000000001,3.0,5.0,4.70000006855703
CHEMBL4474042,Cl.O=C(NCCCCNC(=S)SC1CCNCC1)Nc1ccncc1,inactive,404.00500000000017,2.7648,4.0,5.0,4.300000029139088
CHEMBL4526962,CN1CCC(SC(=S)NCCCCNC(=O)Oc2ccccc2)CC1,inactive,381.5670000000001,3.257100000000002,2.0,5.0,4.600000074606178
CHEMBL4548701,CN1CCC(SC(=S)NCCCCS(=O)(=O)c2ccncc2)CC1,inactive,387.5960000000001,2.3374000000000006,1.0,6.0,4.0
CHEMBL4516926,CN1CCC(SC(=S)NCCCCNC(=O)OCc2ccccc2)CC1,inactive,395.59400000000016,3.3949000000000025,2.0,5.0,5.0
CHEMBL4472577,CN1CCC(SC(=S)NCCCCNC(=O)OCc2ccccn2)CC1,inactive,396.58200000000016,2.789900000000001,2.0,6.0,4.399999967876858
CHEMBL4566281,CC(C)(C)OC(=O)N1CCC(SC(=O)NCCCCNC(=S)SC2CCN(C(=O)OC(C)(C)C)CC2)CC1,inactive,590.878,5.616100000000006,2.0,8.0,4.0
CHEMBL4460991,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)OCc2ccccn2)CC1,inactive,482.6720000000004,4.095200000000003,2.0,7.0,4.0
CHEMBL4559284,CN1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCCO3)CC1,inactive,438.61900000000026,3.0614000000000017,3.0,6.0,4.900000142057633
CHEMBL4570062,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3c(c2)OCCO3)CC1,inactive,524.7090000000004,4.366700000000003,3.0,7.0,4.499999953328896
CHEMBL4554978,CN1CCC(SC(=S)NCCCCNC(=O)CC2CCCCC2)CC1,inactive,385.6430000000003,3.555100000000002,2.0,4.0,4.800000052738446
CHEMBL4473247,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3ncsc3c2)CC1,inactive,523.7500000000003,5.205200000000004,3.0,7.0,4.499999953328896
CHEMBL4516787,CCNC(=O)N1CCC(SC(=S)NCCCCNC(=O)NCc2ccccc2)CC1,inactive,451.66200000000026,3.0676000000000014,4.0,4.0,4.200000030616179
CHEMBL4475357,CC(C)(C)OC(=O)N1CCC(SC(=S)NCCCCNC(=O)Nc2ccc3nccnc3c2)CC1,inactive,518.7090000000003,4.538700000000004,3.0,7.0,4.800000052738446
CHEMBL4466559,O=S1(=O)CCC(CN=C=S)C1,inactive,191.277,0.5238999999999999,0.0,4.0,4.0
CHEMBL4570631,CN(C)C(=O)CCCCN=C=S,inactive,186.28,1.3476999999999997,0.0,3.0,4.0
CHEMBL4462411,O=C(NCCCCN=C=S)OCc1ccccc1,inactive,264.35,2.7958000000000016,1.0,4.0,4.900000142057633
CHEMBL4467911,CC(=O)NCCCCN=C=S,inactive,172.25300000000001,1.0055,1.0,3.0,4.0
CHEMBL4519919,Cn1cc(CCN=C=S)c2ccccc21,inactive,216.30900000000003,2.8236000000000008,0.0,3.0,5.0
CHEMBL4552993,O=S(=O)(CCCCN=C=S)c1ccccn1,inactive,256.35200000000003,1.7383,0.0,5.0,4.499999953328896
CHEMBL4575527,Cc1ccccc1S(=O)(=O)CCCCN=C=S,inactive,269.3909999999999,2.651720000000001,0.0,4.0,4.499999953328896
CHEMBL4524323,O=S(=O)(CCCCN=C=S)c1ccccc1,inactive,255.36400000000003,2.3433,0.0,4.0,4.300000029139088
CHEMBL4578635,CC(=O)NCCS(=O)(=O)CCCCN=C=S,inactive,264.37199999999996,0.42030000000000034,1.0,5.0,4.0
CHEMBL4582012,[O-][S+](CCCCN=C=S)c1ccncc1,inactive,240.35300000000004,2.0722,0.0,4.0,4.600000074606178
CHEMBL4521085,CC(=O)NCC[S+]([O-])CCCCN=C=S,inactive,248.37299999999996,0.7541999999999998,1.0,4.0,4.0
CHEMBL4561862,[O-][S+](CCCCN=C=S)c1ccccn1,inactive,240.35300000000004,2.0722,0.0,4.0,4.499999953328896
CHEMBL2391460,[O-][S+](CCCCN=C=S)c1ccccc1,inactive,239.36500000000004,2.677200000000001,0.0,3.0,4.300000029139088
CHEMBL4455174,S=C=NCCN1CCSCC1,inactive,188.321,1.1380000000000001,0.0,4.0,4.0
CHEMBL4521817,COC(=O)C(C[S+]([O-])CCCCN=C=S)NC(C)=O,inactive,306.409,0.29579999999999923,1.0,6.0,4.0
CHEMBL4534378,O=S(=O)(CC1(N2CCC(CN=C=S)C2)COC1)c1ccccc1,inactive,352.48100000000005,1.6539999999999997,0.0,6.0,4.300000029139088
CHEMBL4434840,Cc1ccccc1[S+]([O-])CCCCN=C=S,inactive,253.39199999999994,2.9856200000000017,0.0,3.0,4.200000030616179
CHEMBL4537143,COC(=O)C(CS(=O)(=O)CCCCN=C=S)NC(C)=O,inactive,322.408,-0.03810000000000063,1.0,7.0,4.0
CHEMBL4536548,CN(C)CCCS(=O)(=O)CCCCN=C=S,inactive,264.41599999999994,1.2359,0.0,5.0,4.0
CHEMBL4483529,O=S(=O)(CCCCN=C=S)CCN1CCOCC1,inactive,292.42600000000004,0.6164000000000001,0.0,6.0,4.0
CHEMBL4463880,CN(C)CCC[S+]([O-])CCCCN=C=S,inactive,248.41699999999994,1.5697999999999999,0.0,4.0,4.0
CHEMBL4548079,CC(=O)N(C)CC[S+]([O-])CCCCN=C=S,inactive,262.3999999999999,1.0964,0.0,4.0,4.0
CHEMBL4457700,O=C(O)C(F)(F)F.[O-][S+](CCCCN=C=S)CCN1CCOCC1,inactive,390.44900000000024,1.5836000000000001,1.0,6.0,4.0
CHEMBL4457038,CC(=O)N(C)CCS(=O)(=O)CCCCN=C=S,inactive,278.39899999999994,0.7625000000000002,0.0,5.0,4.0
CHEMBL4533729,CN(C)CC[S+]([O-])CCCCN=C=S,inactive,234.38999999999996,1.1797,0.0,4.0,4.0
CHEMBL4443689,CN(C)CCS(=O)(=O)CCCCN=C=S,inactive,250.38899999999995,0.8458000000000001,0.0,5.0,4.0
CHEMBL4587608,CS(=O)(=O)N1CCC(CN=C=S)C1,inactive,220.31900000000002,0.37070000000000025,0.0,4.0,4.0
CHEMBL4444437,O=S(=O)(CC1(c2ccc(N=C=S)cc2)COC1)c1ccccc1,inactive,345.44500000000005,3.1628000000000016,0.0,5.0,4.399999967876858
CHEMBL4467145,O=S1(=O)CCN(CCN=C=S)CC1,inactive,220.319,-0.18040000000000012,0.0,5.0,4.0
CHEMBL4457699,CS(=O)(=O)N1CCC(CCN=C=S)C1,inactive,234.346,0.7608,0.0,4.0,4.0
CHEMBL4444262,O=C(NCCCCN=C=S)c1cccnc1,inactive,235.31200000000004,1.6944,1.0,4.0,4.300000029139088
CHEMBL4587100,O=C(CCc1ccccc1)NCCCCN=C=S,inactive,262.37799999999993,2.618400000000001,1.0,3.0,4.600000074606178
CHEMBL4464054,O=C(NCCCCN=C=S)c1ccno1,inactive,225.27300000000002,1.2873999999999999,1.0,5.0,4.200000030616179
CHEMBL4553480,O=C(NCCCCN=C=S)Nc1cccnc1,inactive,250.32700000000006,2.0861,2.0,4.0,4.399999967876858
CHEMBL4553998,CNC(=O)NCCCCN=C=S,inactive,187.268,0.7983999999999998,2.0,3.0,4.300000029139088
CHEMBL4448059,O=C(NCCCCN=C=S)NCc1ccccc1,inactive,263.36600000000004,2.3688000000000002,2.0,3.0,4.800000052738446
CHEMBL4467167,O=C(NCCCCN=C=S)NC1CCCC1,inactive,241.35999999999999,2.1112,2.0,3.0,4.300000029139088
CHEMBL4555576,O=S(=O)(CC1(N2CCC(CN=C=S)CC2)COC1)c1ccccc1,inactive,366.5080000000001,2.0441,0.0,6.0,4.399999967876858
CHEMBL4474497,O=S(=O)(/C=C(\CO)CN1CCC(CN=C=S)CC1)c1ccccc1,inactive,366.5080000000001,2.151300000000001,1.0,6.0,4.600000074606178
CHEMBL4519435,O=C(NCCCCN=C=S)c1ccncc1,inactive,235.31200000000004,1.6944,1.0,4.0,4.0
CHEMBL4573383,O=C(NCCCCN=C=S)Nc1ccncc1,inactive,250.32700000000006,2.0861,2.0,4.0,4.499999953328896
CHEMBL4560441,O=C(NCCCCN=C=S)OCc1ccncc1,inactive,265.338,2.1908000000000003,1.0,5.0,4.399999967876858
CHEMBL4463144,CC(C)(C)OC(=O)N1CCC(SC(=O)NCCCCN=C=S)CC1,inactive,373.5440000000002,3.711700000000002,1.0,6.0,4.900000142057633
CHEMBL4569352,COCCOC(=O)NCCCCN=C=S,inactive,232.30499999999995,1.2420000000000002,1.0,5.0,4.0
CHEMBL4444684,O=C(NCCCCN=C=S)C1CCCCC1,inactive,240.37199999999996,2.565900000000001,1.0,3.0,4.300000029139088
CHEMBL4578004,O=C(CC1CCCCC1)NCCCCN=C=S,inactive,254.39899999999997,2.9560000000000013,1.0,3.0,4.600000074606178
CHEMBL4473289,O=C(NCCCCN=C=S)Nc1ccc2c(c1)OCCO2,inactive,307.37500000000017,2.4623,2.0,5.0,4.800000052738446
CHEMBL4592064,CC(=O)Nc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(N(CC(N)=O)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,inactive,666.7380000000003,2.117800000000001,4.0,8.0,4.301029995663981
CHEMBL4540101,CC(=O)Nc1ccc(S(=O)(=O)N(CCO)c2ccc(N(CCO)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,inactive,640.7400000000002,3.131800000000001,4.0,8.0,4.301029995663981
CHEMBL4515723,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2c[nH]nn2)c2ccc(N(Cc3c[nH]nn3)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,active,714.7900000000001,3.783800000000001,4.0,10.0,6.215382707367125
CHEMBL4544116,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2nn[nH]n2)c2ccc(N(Cc3nn[nH]n3)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,active,716.7660000000001,2.5737999999999994,4.0,12.0,7.801342913045577
CHEMBL4546347,COC(=O)CN(c1ccc(N(CC(=O)OC)S(=O)(=O)c2ccc(NC(C)=O)cc2)c2ccccc12)S(=O)(=O)c1ccc(NC(C)=O)cc1,inactive,696.7600000000001,3.4932000000000016,2.0,10.0,4.301029995663981
CHEMBL4587926,C#CCN(c1ccc(N(CC#C)S(=O)(=O)c2ccc(NC(C)=O)cc2)c2ccccc12)S(=O)(=O)c1ccc(NC(C)=O)cc1,inactive,628.7320000000002,4.413600000000003,2.0,6.0,4.301029995663981
CHEMBL4469585,CC(=O)Nc1ccc(S(=O)(=O)N(CC#N)c2ccc(N(CC#N)S(=O)(=O)c3ccc(NC(C)=O)cc3)c3ccccc23)cc1,inactive,630.7080000000002,4.194360000000003,2.0,8.0,4.301029995663981
CHEMBL4648175,O=C(O)CN(c1cnc(N(CC(=O)O)S(=O)(=O)c2ccc(F)cc2)c2ccccc12)S(=O)(=O)c1ccc(F)cc1,active,591.5700000000003,3.0728000000000018,2.0,7.0,6.366531544420414
CHEMBL4641622,O=C(O)CN(c1cnc(N(CC(=O)O)S(=O)(=O)c2ccc(O)cc2)c2ccccc12)S(=O)(=O)c1ccc(O)cc1,active,587.5880000000003,2.2058,4.0,9.0,6.455931955649724
CHEMBL4640093,COc1ccc(S(=O)(=O)N(CC(=O)O)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,active,603.6060000000002,2.9423000000000012,2.0,8.0,6.552841968657781
CHEMBL4637137,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ncc(N(CC(=O)O)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,active,603.6060000000002,2.9423000000000004,2.0,8.0,6.619788758288394
CHEMBL4649822,COc1ccc(S(=O)(=O)Nc2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,557.6060000000002,3.3327000000000018,2.0,8.0,6.638272163982407
CHEMBL4635609,COc1ccc(S(=O)(=O)N(C)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,571.6330000000003,3.357000000000002,1.0,8.0,6.0
CHEMBL4646536,COc1ccc(S(=O)(=O)N(CC(F)(F)F)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,639.6300000000002,4.289500000000003,1.0,8.0,7.136677139879544
CHEMBL4648321,COc1ccc(S(=O)(=O)N(CC(F)(F)F)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,active,627.5940000000002,4.4200000000000035,1.0,7.0,6.886056647693163
CHEMBL4641049,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ncc(N(CC(F)(F)F)S(=O)(=O)c3ccc(F)cc3)c3ccccc23)cc1,active,627.5940000000002,4.4200000000000035,1.0,7.0,6.920818753952375
CHEMBL4645359,O=C(O)CN(c1ncc(N(CC(F)(F)F)S(=O)(=O)c2ccc(F)cc2)c2ccccc12)S(=O)(=O)c1ccc(F)cc1,active,615.5580000000001,4.550500000000003,1.0,6.0,6.376750709602099
CHEMBL4634168,COc1ccc(S(=O)(=O)N(CC(F)F)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,621.6400000000002,3.992300000000003,1.0,8.0,7.259637310505756
CHEMBL4640762,COc1ccc(S(=O)(=O)N(CCF)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,active,603.6500000000002,3.6967000000000025,1.0,8.0,6.6777807052660805
CHEMBL4755018,O=C(O)CN(c1ccc(OC(C(=O)O)c2ccccc2)c2ccccc12)S(=O)(=O)c1ccccc1,inactive,491.5210000000002,4.324400000000003,2.0,5.0,4.750068243365805
CHEMBL4748615,CC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)cc1,active,547.6290000000001,5.6219000000000054,2.0,5.0,6.008773924307505
CHEMBL4747613,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccccc3)c3ccccc23)c(C)c1,active,533.6020000000002,5.249660000000005,2.0,5.0,6.236572006437063
CHEMBL4757005,O=C(O)CN(c1ccc(OC(C(=O)O)c2ccccc2)c2ccccc12)S(=O)(=O)c1cccc2ccccc12,active,541.5810000000002,5.477600000000004,2.0,5.0,6.107905397309519
CHEMBL4796980,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(O)cc3)c3ccccc23)c(C)c1,active,549.6010000000002,4.955260000000004,3.0,6.0,6.795880017344075
CHEMBL4740287,COc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1,active,563.6280000000004,5.2582600000000035,2.0,6.0,7.1249387366083
CHEMBL4764502,CCOc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1,active,577.6550000000003,5.648360000000005,2.0,6.0,6.823908740944319
CHEMBL4777247,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(OC(C)C)cc3)c3ccccc23)c(C)c1,active,591.6820000000002,6.036860000000006,2.0,6.0,6.301029995663981
CHEMBL4789789,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(C(C)(C)C)cc3)c3ccccc23)c(C)c1,inactive,589.7100000000003,6.547160000000007,2.0,5.0,4.721246399047171
CHEMBL4741548,CC(=O)Nc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1,active,590.6540000000003,5.208060000000004,3.0,6.0,6.008773924307505
CHEMBL4793340,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(F)cc3)c3ccccc23)c(C)c1,active,551.5920000000002,5.388760000000005,2.0,5.0,6.769551078621726
CHEMBL4795421,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(Cl)cc3)c3ccccc23)c(C)c1,active,568.0470000000001,5.903060000000005,2.0,5.0,6.721246399047171
CHEMBL4748547,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)c2ccc(OC(C(=O)O)c3ccc(Br)cc3)c3ccccc23)c(C)c1,active,612.4980000000002,6.012160000000005,2.0,5.0,6.366531544420414
